product_name,in_stores,in_warehouse,total
Zoya Aridi Cropped Jacket - Navy / Blue,1,0,1
Vivo Ari Sweater - Dark Grey,1,0,1
Vivo Hanabi Satin High Low Top - Olive,1,0,1
Vivo Dalia Sleeveless Gathered Tent Dress - Black,1,0,1
Vivo Tana Puff Sleeve Bodysuit - Yellow,1,0,1
Vivo Nimali Satin Blouse - Rust,1,0,1
Vivo Basic Round Neck Maxi Dress - Black,1,0,1
Vivo Sarabi Strappy Flounce Maxi Dress - Orange / Cobalt Print,1,0,1
Vivo Ajani V-Neck Top - White / Black Polka Dot,1,0,1
Vivo Upe Wide Leg Pants in Ponte - Taupe,1,0,1
Vivo Tsavo Scalloped Hem Dress Top - Black,1,0,1
Vivo Zawadi Shift Dress - Cream / Hunters Print,1,0,1
Vivo Ria Pants & Waterfall Set - Rust,1,0,1
Vivo Basic May Sweater - Black,1,0,1
Vivo Safa Drop Shoulder Top - Olive,1,0,1
Vivo Yumi Maxi Shirt Dress - Olive,1,0,1
Vivo Rema Straight Leg Pants - Buttermilk,1,0,1
Vivo Chesi Kimono - Rust / Black Hesi Print,1,0,1
Vivo Basic Sleeveless Leila Bodycon Dress - Hunters Green,1,0,1
Vivo Isabi Cowl Top - Yellow / Chocolate Tiki Print,1,0,1
Vivo Niari straight leg Pants - Navy,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - White / Light Pink Nisa Print,1,0,1
Vivo Dalia Sleeveless Gathered Tent Dress - Orange,1,0,1
Vivo Sakari Cap Sleeve Maxi Dress - Mustard / Rust Amari Print,1,0,1
Nimali Ruffle Sleeve Short Dress - Black / Red Ankara Print,1,0,1
Safari by Vivo Zehra Kitenge Shorts - Vovi Print,1,0,1
Vivo Maisha Wide High Low Top - Peach / Pink Print,1,0,1
Vivo Wastani 3/4 Shirred Sleeve Wide Tunic - Lilac / Purple Zia Print,1,0,1
Vivo Amai Side Slit Pants - Navy,1,0,1
Vivo Nimali Satin Halter Top - Black,1,0,1
Vivo Merika Midi Wrap Dress - Light Plum,1,0,1
Vivo Izzy Satin Bishop Sleeve Top - Hot Pink,1,0,1
Vivo Jira Lounge Pants - Tan,1,0,1
Vivo Lalea Tulip Hem Pants - Grey/Black Abstract Print,1,0,1
Vivo Ria Panelled Pants - Black,1,0,1
Vivo Hanabi Wrap Maxi Dress - Red,1,0,1
Vivo Analo Wide Leg Pants - Orange,1,0,1
Vivo Ava Tapered Pants - Black,1,0,1
Vivo Bana Batwing Top - Maroon,1,0,1
Vivo Basic Nalia Satin High Low Top - Lime,1,0,1
Vivo Ava Jumpsuit - Olive,0,1,1
Vivo Knee Length Kaftan in Satin - Purple / Pink Print,1,0,1
Vivo Nimali Satin Shorts - Rust,1,0,1
Safari Kikoy Wrap Dress - Parrot,1,0,1
Zoya Yuni Contrast Stitch Mini Skirt - Grey,1,0,1
Safari Chui 3/4 Sleeve A-Line Dress - White,1,0,1
Zoya Temo Cropped Jacket - Green Camo,1,0,1
Vivo Merika Satin Wrap Top - Black,1,0,1
Vivo Tsavo Sleeveless Scalloped Hem Dress Top - Blush Pink,1,0,1
Vivo Reversible Poncho without Fringes - Chocolate Brown / Orange Ukwi Print,1,0,1
Zoya X Metamorphisized X Metamorphisized 143 Oversized Long Sleeve Shirt - Black / White,1,0,1
Vivo Basic Cap Sleeve Maxi Tent Dress - Dark Red,1,0,1
Vivo Nimali Satin Halter Top - Lilac,1,0,1
Vivo Merika Satin Wrap Top - Sea Green,1,0,1
Vivo Meli Satin Pants - Navy,1,0,1
Vivo Maisha 3/4 Sleeve Maxi Dress - Purple / Navy Iza Print,1,0,1
Vivo Basic Crepe Cap Sleeved Top - White,1,0,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - Mustard,1,0,1
Zoya Banda Strappy Playsuit - Grey,1,0,1
Vivo Kala Palazzo Pants - Taupe / Orange Bemba Print,1,0,1
Zoya Yuni Halter Neck Tie Back Top - Black,1,0,1
Vivo Ria Waterfall - Pink,1,0,1
Vivo Basic Sleeveless Extra Long Lily Waterfall - Forest Green,0,1,1
Vivo Samira Pants - Beige / White Print,1,0,1
Vivo Yumi Long Sleeve Shirt Dress - Black / Taupe Print,1,0,1
Vivo Basic Sleeveless Extra Long Lily Waterfall - Tan,1,0,1
Vivo Basic Destiny Chiffon Top - Light Blue,1,0,1
Zoya Sadira Bell Bottom Unitard - Navy Blue,1,0,1
Vivo Maisha Drop Shoulder Maxi Dress - Chocolate / Rust Pasi Print,1,0,1
Zoya Vasha Midriff Jacket - Black / Neon Green,1,0,1
Safari Lira Drawstring Knee Length Dress - Black + Bana Print,0,1,1
Vivo Chari Basic Chiffon Bishop Sleeve Top (Double Layered) - Tan,1,0,1
Vivo Basic Satin Cap Sleeve Top - White / Mustard Tullu Print,1,0,1
Vivo Rema 3/4 Sleeve Side Slit Tunic Top - Black,1,0,1
Vivo Maua Sleeveless Tent Knee Length Dress - Maroon,0,1,1
Vivo Basic Bodycon - Grey,1,0,1
Vivo Yoga Wrap - Taupe,0,1,1
Vivo Sanali Wide Leg Pants - Taupe / Blue Lemi Print,0,1,1
Vivo Cuffed Wrap Poncho - Light Taupe,1,0,1
Safari by Vivo Njano Front Tie Dress - Tana Print,1,0,1
Vivo Amara Back Pleat Dress - Orange / White Ukwi Print,1,0,1
Vivo Basic Satin Cap Sleeve Top - Dark Green / Hunters Print,1,0,1
Vivo Basic Nandi High Slit Kimono - Taupe,1,0,1
Vivo Chidii Tunic Dress With Frills - Black / Taupe Print,1,0,1
Vivo Selah Palazzo Pants in Stretch Rib - Dark Red,1,0,1
Vivo Basic Bodycon Dress - Mulberry,1,0,1
Zoya Nia Wide Leg Shorts - Navy Blue,1,0,1
Vivo Isabi Loose Top - Dark Orange,1,0,1
Vivo Yumi Long Sleeve Tent Shirt Dress - Black,1,0,1
Zoya X Metamorphisized 143 Oversized Long Sleeve Shirt - Black / White,1,0,1
Zoya Fitness Shorts - Black / Green Print,1,0,1
Safari Tiwa Waist Drawstring Coat - Rust,0,1,1
Vivo Yene Layered Top - Dark Teal,1,0,1
Zoya Basic Full Length Leggings - Hunters,1,0,1
Vivo Yumi Off Shoulder Jumpsuit - Light Blue / Navy Nisa Print,1,0,1
Vivo Tahisa Loose Top -  Light Olive,1,0,1
Vivo Basic Faux Pocket Leisure Pants - Dark Green,1,0,1
Vivo Nora Round Neck Sleeveless Top - Rust,1,0,1
Vivo Chidii Wide Leg Pants - White / Mint Tulu Print,1,0,1
Vivo Waterfalls & Kimonos - RFS 7,1,0,1
Zoya Nia Crop Bomber Jacket - Black,0,1,1
Zoya Basic Bodycon - Navy Blue,1,0,1
Vivo Sanali Tent Knee Length Dress - Navy,0,1,1
Safari Men's Drawstring Shorts - Light Green,1,0,1
Vivo Lani Maxi Dress - Dusty Pink / Off White Print,1,0,1
Vivo Nkasi Bubble Sleeve Knee Length Dress - White / Teal Shibori Print,1,0,1
Vivo Sanyu Bubble Sleeve Tent Dress - Pink,0,1,1
Vivo Basic Leila Maxi Waterfall - Tan,1,0,1
Vivo Flirty Crop Jacket - Hawi,1,0,1
Zoya Temo Men's Detachable Wide Leg Pants - Black,1,0,1
Vivo Ayla Bubble Sleeve Maxi Dress - Brown,1,0,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Dak Navy,1,0,1
Zoya Nia Wide Cargo Wide Leg Pants - Beige,1,0,1
Vivo Ayo Tent Dress - Mint Green / Off-White Abstract Print,0,1,1
Vivo Basic Drop Shoulder Top - Dark Green,1,0,1
Taani Easy Fit Joggers -Navy,1,0,1
Vivo Jema High Low Tent Dress - Orange / Black Niger Print,1,0,1
Vivo Long Sleeve Maxi Waterfall - White,1,0,1
Vivo Waterfalls & Kimonos - FS 5,1,0,1
Vivo Lulu Cotton Tent Mini Dress - Pink,1,0,1
Vivo Kani Wide Leg Pants - Dark Mustard Dashen Print,1,0,1
Vivo Nimali Side Flounce Top - Black,1,0,1
Vivo Jumpsuit - Fs 6,1,0,1
Vivo Zahari 3/4 Sleeve Off-Shoulder Jumpsuit - Royal Blue Ari Print,1,0,1
Vivo Basic Nandi A-Line Kimono - Black / White Off-white Ane Print,1,0,1
Vivo Lalani Rib Maxi Waterfall - Rust,1,0,1
Vivo Kelemi 4.0 Halter Maxi Dress - Mustard,1,0,1
Vivo Fitted Tops - Rfs 6,1,0,1
Vivo Basic Cap Sleeve Knee Length Tent Dress - Peach / Maroon Print,1,0,1
Vivo Yumi Off Shoulder Jumpsuit - Mulberry,1,0,1
Vivo Samira Pants - Cream / Black Print,1,0,1
Vivo Sierra Long Sleeve Top (Double Layered) - Dark Mustard,1,0,1
Vivo Basic Open Kaftan - Peach / Maroon,1,0,1
Safari Men's Bomber Jacket - Light Grey,1,0,1
Vivo Dalia Cap Sleeve Gathered Tent Dress - White / Light Blue Nasi Print,0,1,1
Vivo Takali Frilled Midi Dress - Rust / Black Ela Print,1,0,1
Zoya Yuni Halter Neck Tie Back Top - Navy Blue,1,0,1
Zoya Sitawi A-line Mini Skirt - Green / Black Abstract Print,1,0,1
Safari Tawi Off-Shoulder Dress - Green,1,0,1
Vivo Basic Julia Back Pleat Knee Length Dress - Navy Blue,1,0,1
Vivo Wide Top in Satin - Mustard / Dark Green  Rozi Print,1,0,1
Vivo Nimali Satin Flounce Kimono - Purple,1,0,1
Vivo Ari Short Sleeve Top -Mustard,1,0,1
Vivo Basic Crepe Pants With Lining - Green / White Print,1,0,1
Zoya Basic Tank Top - White,0,1,1
Shiv & Shikie X Safari Boxy T Shirt - White,1,0,1
Vivo Basic Leggings - Red,1,0,1
Vivo Tande Boat Neck Dress  - Burgundy,1,0,1
Vivo Yene Front Tie Tunic Top - Taupe / Green Lora Print,1,0,1
Safari by Vivo Tawi Flounce Tent Dress - Lime Green,1,0,1
Vivo Asha Drop Shoulder Knee Length Dress - Tan / Black Print,1,0,1
Vivo Lani Maxi Top - Black / Taupe Print,1,0,1
Safari Kamari Mini Skirt - Sand,1,0,1
Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Hunters Plaid,1,0,1
Safari Long Sleeve Waterfall - Dark Taupe,1,0,1
Safari Sizani 2 Way Wrap Top - Sipo,1,0,1
Vivo Yene Layered Midi Dress - White,1,0,1
Vivo Pesi Basic Long Sleeve Shirt - White Stripes,1,0,1
Vivo Alek High Slit Kimono - Light Blue / Turquoise Print,0,1,1
Zoya Essentials Mini Bodycon - Black / Purple Geometric Print,1,0,1
Safari Mali Turn Up Hem Pants - Navy Blue,1,0,1
Zoya Shani Kimono - Navy,1,0,1
Vivo Amai Maxi Kaftan In Textured Satin - Light Gold / Black Print,1,0,1
Vivo Tatili Wide Leg Pants - Dark Mustard,0,1,1
Zoya Basic Jersey Bandeau - Lime Green,1,0,1
Safari Nimali Ruffle Sleeve Top - Jura Print,1,0,1
Vivo Halter Maxi With Lining - Purple / Red Print,1,0,1
Vivo Yene Front Tie Tunic Top - Taupe / Cream Tunu Print,1,0,1
Vivo Chari Shift Dress - White / Black Riah Print,1,0,1
Safari Kitenge 3/4 sleeve Maxi Dress - Sipo Print,1,0,1
Wila Cowl Poncho - Rust,1,0,1
Vivo Essentials Strappy Maxi Dress - Black,0,1,1
Vivo Basic Double Layered Wrap Poncho (Without Fringe) - Pink / Black,0,1,1
Safari Tafari Wrap Skirt - Mpiji Print,1,0,1
Vivo Kitenge Multi Purpose Wrap - Black / Pink Ankara Print,1,0,1
Vivo Aleri Front Slit Sheath Dress - Chocolate,0,1,1
Vivo Asha Sleeveless Maxi Dress - Mint / Olive Eta Print,1,0,1
Vivo Bodysuits T- Shirts & Tank Tops - Rfs 5,1,0,1
Vivo Basic Satin Cap Sleeve Top - Yellow / Black Hini Print,1,0,1
Vivo Basic Short Lily Waterfall - White,1,0,1
Vivo Ari Sweater - Cream / Brown Print,1,0,1
Vivo Yumi Maxi Shirt Dress - Mustard,1,0,1
Vivo Soleil Sleeveless Drape Jumpsuit - Mulberry / Dusty Pink Almasi Print,1,0,1
Vivo Kitenge Multi Purpose Wrap - Navy Blue / Peach Ankara Print,1,0,1
Vivo Golf Sleeveless Zip-up Jacket - Black,1,0,1
Zoya Luna Drape Tie Top - Khaki,1,0,1
Vivo Analo Dress Coat - Black,1,0,1
Vivo Waterfalls & Kimonos - Rfs 5,1,0,1
Vivo Kemi Side Cowl Maxi Dress - Dark Orange / Green Emi Print,1,0,1
Vivo Chidii Tunic Dress With Frills - Grey / White Print,1,0,1
Zoya Sitawi A-line Mini Dress - Pink / Nude Abstract Print,1,0,1
Key Hole Halter with Seamed Body - Black,1,0,1
Vivo Ponte Back Pleat High Low Dress - Dark Orange,1,0,1
Zoya Yuni Wide Leg Pants - Camo Brown,1,0,1
Zoya Vasha Track Pants - Khaki,1,0,1
Vivo Basic Double Layered Capri Skirt - Hunters Green,1,0,1
Vivo Basic Lined Capri Skirt - Rust,1,0,1
Vivo Dua Satin Bishop Sleeve Top - Cream / Light Green Print,1,0,1
Vivo Basic Crepe Scarf - Black / Green Floral Print,1,0,1
Vivo Basic Hooded Kimono - Black / Yellow Print,1,0,1
Vivo Ria A-Line Dress - Red,1,0,1
Vivo Merika Satin Wrap Top - Maroon,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - Navy / White Print,1,0,1
Vivo Maisha Top & Pant Set-Burgundy / Lime Print,1,0,1
Vivo Hadiya Wrap Dress - Hunters / White Print,1,0,1
Vivo Sanali Off - Shoulder Maxi Dress - Shoulder Maxi Dress - Mustard / Black Lifi Print,0,1,1
Vivo Tatili Wide Leg Pants in Heavy Crepe - Black,1,0,1
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Elia Print,1,0,1
Vivo Kala Palazzo Pants - White / Orange Ukwi Print,1,0,1
Vivo Pesi Drop Shoulder Tunic - Chocolate / White Una Print,1,0,1
Vivo Ava 3/4 Sleeve Kimono - Dark Green,1,0,1
Shiv & Shikie X Safari Short Sleeve Shirt - White,1,0,1
Vivo Basic Cap Sleeve Chiffon Maxi Dress - Orange / Black Nitai Print,1,0,1
Vivo Chela Wide Leg Pants - Maroon,1,0,1
Vivo Pana Short Waterfall - Ivory,1,0,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Hunters / Lime Ebu Print,1,0,1
Vivo Alani High Low Dress - White Stripes Print,1,0,1
Vivo Sleeveless Sweater Bodycon - Mustard,1,0,1
Vivo Lamu Knee Length Cold Shoulder Dress - Mustard,1,0,1
Vivo Kani Wide Leg Pants - Dark Purple,1,0,1
Vivo Basic Double Layered Wrap Poncho (Without Fringe) - Coral / Grey,0,1,1
Vivo Sarabi Strappy Low Back Maxi Dress - Teal / Hot Pink Kira Print,1,0,1
Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Dark Green,1,0,1
Safari Zene Drop Shoulder Above Knee Dress - Taupe,1,0,1
Vivo Ayah 3/4 Sleeve Jumpsuit - Dark Red,1,0,1
Vivo Tahisa Straight Leg Pants -Midnight Blue,1,0,1
Vivo Reversible Poncho without Fringes - Burgundy / Taupe Miwa Print,1,0,1
Vivo Basic Straight Maxi Dress - Navy Blue,0,1,1
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Fiora Print,1,0,1
Vivo Basic Sleeveless Long Lily Waterfall - Orange,1,0,1
Vivo Chela Scalloped Sleeveless Top - Light Taupe,1,0,1
Vivo Basic Pencil Skirt - Dark Green,0,1,1
Zoya Basic Racer Back Crop Top - Navy Blue,1,0,1
Vivo Hijab - Print,1,0,1
Vivo Zawadi Inverted Pleat Dress - White,1,0,1
Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Yellow,1,0,1
Vivo Safa Slit Side Top - Black,1,0,1
Safari Tafari Wrap Skirt - Suma Print,1,0,1
Vivo Tatili Wide Leg Pants - Burnt Orange,1,0,1
Vivo Pesi Notch Collar Tent Dress - Taupe / White Print,1,0,1
Vivo Dalia Sleeveless Gathered Tent Dress - Dark Navy,1,0,1
Vivo Wila Jumpsuit - Rust,1,0,1
Vivo Vinna 3/4 Seeve A-Line Dress - Navy / White,1,0,1
Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,1,0,1
Vivo Asha High Low Top - Black,1,0,1
Vivo Leila Short Sleeve Bodycon - Black,1,0,1
Vivo Basic Val Long Sleeve Top - Taupe,1,0,1
Safari Mara Wide Bishop Sleeve Top - Yellow,1,0,1
Vivo Ayah Shirred Neck Tent Maxi Dress - Mustard,1,0,1
Cowl Lined Midi Halter Dress - Fandango Pink,1,0,1
Vivo Kala Maxi Dress - White / Orange Ukwi Print,1,0,1
Vivo Sleeveless Blazer - Asmara Print,1,0,1
Safari Nazari Bubble Midi Dress - Chocolate,1,0,1
Vivo Tatili Wide Leg Pants - Light Olive,1,0,1
Vivo Rema Waterfall - Light Taupe,1,0,1
Vivo Tanda Handkerchief Drape Top - Rust,0,1,1
Vivo Hanabi Satin High Low Top - Off White / Grey Print,1,0,1
Vivo Maisha 3/4 Sleeve High Low Top - Hunters / Beige Print,1,0,1
Vivo Basic May Jersey Waterfall - White,1,0,1
Vivo Ava 3/4 Sleeve Kimono - Navy,1,0,1
Vivo Niari Sleeveless Top In Chiffon - Black,0,1,1
Safari Kaya Long Sleeve Shirt Dress - Peach,1,0,1
Vivo Tana Off Shoulder Maxi Dress - Multicolour Grey Print,1,0,1
Vivo Safa Pallazo Pants - Mustard,0,1,1
Vivo Paji Boat Neck Sheath Dress - Navy Dotted,0,1,1
Vivo Nimali Satin Flounce Kimono - Navy Blue,1,0,1
Vivo Rema Drawstring Pants - Black,1,0,1
Vivo Reba Hi Low Dress - Navy / White Print,1,0,1
Vivo Zawadi Inverted Pleat Dress - Navy,1,0,1
Vivo Basic Palazzo Pants  - Black,1,0,1
Soko Kiota Maxi Hoop Earrings - Gold,1,0,1
Vivo Basic Long Sleeved Bishop Top - Maroon,1,0,1
Vivo Mira Reversible Wrap Top - Lime,1,0,1
Vivo Basic Julia 3/4 Sleeve Back Pleat Maxi Dress - Mustard,0,1,1
Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,1,0,1
Vivo Nkasi Bubble Sleeve Knee Length Dress - White / Burgundy Shibori Print,1,0,1
Vivo Seli V-Neck Length Dress - Black,1,0,1
Vivo Basic Pencil Skirt - Taupe,1,0,1
Vivo Nuru Strappy Maxi Dress - Rust / Black Uru Print,0,1,1
Vivo Lamu Satin Top - Purple,1,0,1
Vivo Serwa Flounce Dress - White,1,0,1
Vivo X Pinky Long Sleeve Fitness Top - White / Pink Abstract Print,1,0,1
Vivo Malindi Tunic Dress With Frills - Green,1,0,1
Vivo Maisha 3/4 Sleeve High Low Top - Red / Black Print,1,0,1
Shiv & Shikie X Safari Faux Collar Printed Shirt - Taupe/Black Ezi Print,1,0,1
Vivo Selah Double Layered Coat - Rust,1,0,1
Vivo Ayla Maxi Kimono - Olive / Dark Green Dola Print,1,0,1
Zoya Nia  Puff Sleeve Off Shoulder Romper - White,1,0,1
Vivo X This Is Essential Long Sleeve Bodysuit - White,1,0,1
Zoya Shani Scarf Top - Purple,1,0,1
Safari Tara Crop Shacket - Black / Yellow Fali Print,1,0,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Hot Pink / Navy Ebu Print,1,0,1
Vivo Basic Cuffed Dolman Jersey Dress - Black,1,0,1
Vivo Basic Kena Tent Maxi Dress - Chocolate,1,0,1
Vivo Dua Long Bishop Sleeve Top - Red,1,0,1
Vivo Keza Circular Loose Top - Burgundy / Tan Print,1,0,1
Vivo Basic Satin Scarf - Pink / Grey Abstract Print,1,0,1
Vivo Nora Wide Leg Pants - Dark Pink,0,1,1
Vivo Zahari Off-Shoulder Maxi Dress - Navy / Orange Zaha Print,1,0,1
Safari by Vivo Zehra Kitenge Pants - Loom Print,1,0,1
Vivo Nimali Satin Shorts - White,1,0,1
Vivo Basic Sienna Waterfall - Dark Taupe,1,0,1
Safari by Vivo Cotton Wrap Dress - Light Peach / Orange Print,1,0,1
Vivo Kemi Skirt & Top Set - Dark Red,1,0,1
Vivo Zaria Waist Cowl Top - Taupe,0,1,1
Safari Kikoy Bubble Sleeve Crop Wrap Top - Blue,0,1,1
Vivo Kala Gathered Front Top - Orange,1,0,1
Vivo Dali 3/4 Cut Out Sleeve Maxi Dress - Cream / Maroon Print,1,0,1
Vivo Diella Wide Leg Pants - Navy,1,0,1
Vivo Everyday Cap Sleeve Top - Green,1,0,1
Vivo Wila Dolman Tunic - Rust,1,0,1
Vivo Basic Satin Bishop Sleeved Top - Sea Green,1,0,1
Vivo Basic Long Sleeve Straight Maxi Dress - Burgundy,1,0,1
Vivo Basic 3/4 Sleeve A-Line Maxi Dress - Yellow,1,0,1
Safari Njano Mens Bound Neck Shirt - Hunters,1,0,1
Safari Naledi Gathered Panel Maxi Skirt - Chocolate,1,0,1
Safari Kikoy Tie Back Maxi Dress - White,1,0,1
Vivo Dua Long Bishop Sleeve Top - Taupe Textured,0,1,1
Vivo Wila Turn Up Coat - Taupe,1,0,1
Vivo Ayla Maxi Kimono - White / Light Taupe Dola Print,1,0,1
Vivo Vinna Knee Length Piped Skirt - Navy Blue / Grey,1,0,1
Safari Huru Halter Sleeveless High Low Dress - Black,1,0,1
Vivo Nasinka A-line Maxi Dress - Dusty Green,1,0,1
Vivo Nora Round Neck Sleeveless Top - Black,1,0,1
Vivo Ayana Wide High Low Top - Beige/White,1,0,1
Vivo Basic Panelled Leisure Pants - Light Navy Blue,1,0,1
Vivo Rema Straight Leg Pants - Royal Blue,1,0,1
Vivo Lalani Lounge Pants - Black,1,0,1
Vivo Basic Neo Waterfall - Mustard,0,1,1
Vivo Pana Short Waterfall - Rust,1,0,1
Vivo Basic Long Sleeve Tent Shirt Dress - Dark Green,1,0,1
Vivo Tana Off Shoulder Maxi Dress - Pink / Black Dana Print,0,1,1
Zoya Luna Cargo Pants - Black,1,0,1
Vivo Samira Wide Kimono - Maroon / White Print,1,0,1
Safari by Vivo Zehra Kitenge Shorts - Ndiwa Print,1,0,1
Vivo Basic Satin Bishop Sleeve Top - Maroon,1,0,1
Vivo Alora Long Sleeve Top - Chocolate,1,0,1
Vivo Long Sleeve Blazer - Atbara,1,0,1
Vivo Zahari 3/4 Sleeve Off Shoulder Jumpsuit - Mustard / Chocolate Ziza Print,1,0,1
Vivo Meli Satin Pants - Black,1,0,1
Vivo Takali Asymmetrical Midi Length Kaftan - Brown,1,0,1
Vivo Chidii Maxi Kaftan - White / Green Print,0,1,1
Vivo Basic Nandi A-Line Kimono - White / Navy Kito Print,1,0,1
Vivo Sanyu Bubble Sleeve Tent Dress - Lime / White Zazi Print,1,0,1
Zoya Party Low V-Neck Bodysuit - Navy Blue,1,0,1
Zoya X Bold Satin Joggers(Tall) - Burgundy Abstract Print,1,0,1
Vivo Sakari Circular Loose Top in Chiffon - Tan / Navy Textured Print,1,0,1
Vivo Full Length Pants - Rfs 6,1,0,1
Vivo Must Have Shorts in Juba Print,1,0,1
Vivo Val Full Length Leggings - Chocolate,1,0,1
Vivo Hamle Side Twist Tie Top - Navy,1,0,1
Vivo Asha Sleeveless Knee Length Dress - Pink / Black Tori Print,1,0,1
Vivo Basic Waridi Pencil Skirt - Light Navy Blue,1,0,1
Safari Kaya Long Sleeve Shirt Dress - Orange,1,0,1
Vivo Basic Ayo Bishop Sleeve Dress - Navy / White Print,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - White / Light Blue Nisa Print,1,0,1
Zoya Nia Puff Sleeve Off Shoulder Romper - Lilac,1,0,1
Vivo Reversible Poncho without Fringes - Light Navy / Dark Pink Samba Print,1,0,1
Vivo Kitenge Midi Kimono - Shama Print,1,0,1
Vivo Tatili Drop Shoulder Cowl Top - Black,1,0,1
Zoya Basic Capri Leggings - Navy Blue,1,0,1
Vivo Zuri Cap Sleeve Knee Length Dress - Rust,1,0,1
Zoya Temo Men's Patched Straight Leg Pants - Green Camo / Green,1,0,1
Vivo Sierra Maxi Chiffon Dress - Dark Pink,1,0,1
Safari Anga Wide Shorts - Green / Orange Print,0,1,1
Vivo Nasinka Wrap Dress - Cream / Black Bugendo Print,1,0,1
Safari Lira Front Panelled Shirt Dress - Navy / Blue,1,0,1
Zoya Basic Long Sleeve Top - Navy Blue,0,1,1
Vivo Jira Scoop Neck Jumpsuit - Tan,0,1,1
Vivo Basic Jersey Cascade Waterfall - Rust,1,0,1
Vivo Bodysuits T- Shirts & Tank Tops - Rfs 3,1,0,1
Vivo Tahisa Loose Top - Midnight Blue,1,0,1
Vivo Beali Two Way Wrap Top - White / Taupe Lea Print,0,1,1
Vivo Knee Length Kaftan in Satin - Mint / Green Print,0,1,1
Vivo Basic Drop Shoulder Dolman Dress - Navy Blue,1,0,1
Vivo Selah Dolman Top - Black,1,0,1
Vivo Zuri Cap Sleeved Bodycon Dress - Purple,1,0,1
Vivo Basic Sleeveless Tent Maxi Dress - Dark Red / Black Ewale Print,1,0,1
Vivo Sarong Skirt - Dark Green / Hunters Print,1,0,1
Safari Savannah Midi Wrap Dress - Rust,1,0,1
Vivo Basic Kena Tent Knee Length Dress - Orange,1,0,1
Vivo Nimali Satin Blouse - Orange,1,0,1
Vivo Lani Maxi Dress - Pink Print,1,0,1
Vivo Leila Cap Sleeve Tent Maxi Dress - Deep Teal,1,0,1
Vivo Basic Cap Sleeve Knee Length Tent Dress - Blue / Red Floral Print,1,0,1
Vivo Samira Maxi Kimono - Dark Navy / Gold Print,0,1,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Dark Olive,1,0,1
Soko Tiriko Maxi Molten Drip Hoop - Gold,1,0,1
Safari Haya Front Slit Wide Leg Pants - Maroon Koi Print,1,0,1
Vivo Ava 3/4 Sleeve Kimono - Burnt Orange,1,0,1
Vivo Tunu Long Slit Sleeve Knee Length Shift Dress - Peach / Teal Print,1,0,1
Vivo Ayla Maxi Kimono - White / Black Awari Print,1,0,1
Vivo Tande Boat Neck Dress  - Dark Navy,1,0,1
Zoya Fitness Bra Style # 2 - Black / White,1,0,1
Vivo Wena Wrap Dress - Dark Green,1,0,1
Vivo Imara Cap Sleeve Sheath Dress - Taupe,1,0,1
Vivo Zena Shirred Waist Shirt Dress - Beige / Mustard Print,1,0,1
Vivo Takali Frilled Midi Dress - Black,1,0,1
Vivo Iyana Knee Length Bubble Dress - Dark Magenta,1,0,1
Vivo Keza Satin Border Maxi Kaftan - Navy / Pink Print,1,0,1
Vivo Kani Tent Shirt Dress - Mustard / Black,1,0,1
Vivo Sanali Wide Leg Pants - Taupe Animal Print,1,0,1
Safari Zene Off Shoulder Dress - Pink,0,1,1
Vivo Basic Sleeveless Tent Dress - White / Olive Ziza Print,1,0,1
Shiv & Shikie X Safari Drawstring Pants - Off White,1,0,1
Vivo Pesi Drop Shoulder Tent Dress - Light Tan,1,0,1
Vivo Sarabi Strappy Low Back Maxi Dress - Taupe / Peach Kira Print,1,0,1
Vivo Safa Sweater - Dark Brown,1,0,1
Safari Solana Sleeveless Tiered Maxi Dress - Rust / Chocolate,1,0,1
Vivo Yumi Maxi Shirt Dress - Cream / Navy Rumi Print,1,0,1
Safari Zene High Low Shirt Dress - Black,1,0,1
Zoya Basic Short Sleeve Crop Top - Hunters,1,0,1
Vivo Kitenge Multipurpose Wrap - Maya Print,1,0,1
Vivo Laika Long Sleeve Mandarin Top - Navy Blue,1,0,1
Safari Kikoy Shirred Top Maxi Dress - Red Blue,1,0,1
Vivo Jira Front Overlap Midriff Top - Buttermilk,1,0,1
Vivo Essi Front Slit Maxi Top - White / Black Print,1,0,1
Safari Zene Off Shoulder Top - White,1,0,1
Safari Reversible Shirt Jacket - Grey / Print 2,1,0,1
Vivo Basic Puff Sleeved Bodycon - Teal,1,0,1
